ADR_SECTEUR,ANNEEDEPLANTATION,ANNEEREALISATIONDIAGNOSTIC,ANNEETRAVAUXPRECONISESDIAG,DIAMETREARBREAUNMETRE,ESPECE,FREQUENTATIONCIBLE,GENRE_BOTA,NOTEDIAGNOSTIC,PRIORITEDERENOUVELLEMENT,SOUS_CATEGORIE_DESC,STADEDEDEVELOPPEMENT,STADEDEVELOPPEMENTDIAG,TRAVAUXPRECONISESDIAG,TROTTOIR,VIGUEUR,coord_x,coord_y,DEFAUT,Collet,Houppier,Racine,Tronc
region1,2004,2014,2020,35,inconnu,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre jeune,Arbre adulte,Taille de bois mort,non,vigoureux,1912930.347,4224824.536,non,non,non,non,non
region6,2004,2015,2016,35,nigra,passages fréquents et arrêts fréquents,Pinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1913967.831,4221629.503,non,non,non,non,non
region2,2004,2015,2020,5,verrucosa,passages fréquents et arrêts fréquents,Betula,Arbre à abattre dans les 10 ans, 6-10,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Abattage,non,vieillissement dépérissement,1915291.453,4224627.506,oui,non,oui,non,non
region6,2004,2014,2014,25,nigra,passages fréquents ou arrêts,Pinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1914535.358,4221610.355,non,non,non,non,non
region2,2004,2014,2016,25,biloba,passages fréquents et arrêts fréquents,Ginkgo,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1914441.168,4224665.401,non,non,non,non,non
region5,2004,2015,2016,15,inconnu,passages fréquents ou arrêts,Acer,Arbre à abattre dans les 5 ans, 1-5,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Abattage,non,vieillissement dépérissement,1915421.548,4224609.8,oui,non,oui,non,non
region2,2004,2015,2016,25,tulipifera,passages fréquents et arrêts fréquents,Liriodendron,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1914223.17,4223791.398,non,non,non,non,non
region5,2013,2013,2019,15,castaneifolia,passages fréquents ou arrêts,Quercus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Controle,oui,vigoureux,1915243.177,4224087.921,non,non,non,non,non
region5,2004,2013,2016,25,verrucosa,quelques passages,Betula,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille déclaircie,non,vigoureux,1914985.856,4222602.342,non,non,non,non,non
region3,2004,2014,2014,45,platanoides,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1912611.216,4223121.163,non,non,non,non,non
region1,2005,2014,2014,25,inconnu,passages fréquents ou arrêts,Fraxinus,Arbre davenir incertain, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1913644.673,4224806.931,oui,non,non,non,oui
region3,2004,2013,2016,45,nigra,passages fréquents et arrêts fréquents,Pinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1912775.898,4221856.815,oui,non,oui,non,oui
region6,2010,2015,2017,15,utilis,passages fréquents et arrêts fréquents,Betula,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre jeune,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1914218.216,4222212.433,non,non,non,non,non
region3,2004,2013,2016,15,sylvestris,passages fréquents et arrêts fréquents,Pinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre jeune,Arbre jeune,inconnu,non,vigoureux,1912671.695,4221907.283,non,non,non,non,non
region2,2004,2014,2014,35,betulus,passages fréquents et arrêts fréquents,Carpinus,Arbre davenir normal, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1915126.003,4225000.051,non,non,non,non,non
region2,2005,2015,2020,25,americana,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre jeune,Arbre jeune,Taille formation et mise au gabarit,oui,vigoureux,1914625.905,4224595.626,non,non,non,non,non
region4,2004,2015,2020,85,inconnu,passages fréquents et arrêts fréquents,Cedrus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre vieillissant,Taille formation et mise au gabarit,non,vigoureux,1914878.517,4222924.263,non,non,non,non,non
region4,2004,2014,2014,85,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1913824.809,4223245.811,oui,oui,oui,non,oui
region1,2014,2014,2019,15,suber,passages fréquents ou arrêts,Quercus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Controle,oui,vigoureux,1912747.298,4225719.585,non,non,non,non,non
region5,2004,2015,2016,5,nigra,passages fréquents ou arrêts,Sambuccus,Arbre davenir normal, 6-10,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigueur intermédiaire,1915715.922,4224593.621,oui,non,oui,non,non
region3,2004,2013,2018,15,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1913022.704,4221581.331,non,non,non,non,non
region5,2004,2014,2014,25,pseudoacacia,passages fréquents et arrêts fréquents,Robinia,Arbre à abattre dans les 5 ans, 6-10,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigueur intermédiaire,1915150.229,4222822.453,oui,non,oui,non,oui
region2,2004,2014,2015,115,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigueur intermédiaire,1915001.805,4225132.757,non,non,non,non,non
region1,2009,2014,2014,5,americana,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre jeune,Controle tuteur attache ou protection,oui,vigoureux,1913484.644,4224188.773,non,non,non,non,non
region3,2004,2013,2012,65,tomentosa,passages fréquents et arrêts fréquents,Tilia,Arbre davenir incertain, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1912588.019,4221826.11,oui,oui,oui,non,oui
region2,2004,2014,2014,85,excelsior,passages fréquents et arrêts fréquents,Fraxinus,Arbre davenir normal, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,Controle,non,vigueur intermédiaire,1915051.644,4225504.377,non,non,non,non,non
region6,2004,2015,2020,55,cordata,passages fréquents et arrêts fréquents,Tilia,Arbre davenir incertain, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1914383.963,4221798.936,oui,non,oui,non,oui
region4,2014,2014,2019,15,freemani,passages fréquents ou arrêts,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Controle,oui,vigoureux,1914935.718,4222748.873,non,non,non,non,non
region6,2004,2013,2016,45,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1914159.973,4221608.981,non,non,non,non,non
region4,2005,2014,2014,15,australis,passages fréquents et arrêts fréquents,Celtis,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1913840.884,4223279.312,non,non,non,non,non
region5,2004,2013,2016,45,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1915723.388,4222516.501,non,non,non,non,non
region5,2004,2015,2018,15,fraxinifolia,passages fréquents et arrêts fréquents,Pterocarya,Arbre davenir incertain, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1915385.406,4224575.029,oui,non,oui,non,oui
region4,2011,2014,2016,5,calleryana,passages fréquents et arrêts fréquents,Pyrus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,inconnu,non,vigoureux,1914351.68,4223393.01,non,non,non,non,non
region3,2004,2015,2017,25,pseudoplatanus,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1912479.279,4222380.413,non,non,non,non,non
region4,2004,2013,2016,35,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1913696.558,4221477.071,non,non,non,non,non
region6,2004,2013,2016,25,robur,passages fréquents et arrêts fréquents,Quercus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille déclaircie,non,vigoureux,1914871.317,4222337.143,non,non,non,non,non
region3,2004,2015,2016,45,altissima,passages fréquents et arrêts fréquents,Ailanthus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1912767.939,4222063.357,oui,non,oui,non,non
region2,2004,2014,2014,15,nigra,passages fréquents et arrêts fréquents,Populus,Arbre à abattre dans les 5 ans, 6-10,Arbre despaces ouverts,Arbre adulte,Arbre vieillissant,Taille de bois mort,non,vieillissement dépérissement,1914385.67,4224096.387,oui,non,oui,non,non
region5,2004,2015,2016,15,petraea,passages fréquents ou arrêts,Quercus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre jeune,Arbre adulte,inconnu,non,vigoureux,1915623.878,4223089.239,non,non,non,non,non
region1,2014,2014,2019,15,tulipifera,passages fréquents ou arrêts,Liriodendron,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,Controle,non,vigoureux,1912087.759,4226332.424,non,non,non,non,non
region6,2004,2014,2014,45,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1914393.498,4221303.617,non,non,non,non,non
region5,2004,2015,2016,65,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1915644.155,4224504.89,non,non,non,non,non
region5,2005,2015,2017,25,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1914748.918,4224260.67,non,non,non,non,non
region6,2004,2015,2017,55,robusta,passages fréquents et arrêts fréquents,Populus,Arbre à abattre dans les 5 ans, 1-5,Arbre de voirie,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1914625.174,4222116.567,oui,non,oui,non,non
region4,2004,2014,2014,65,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1913748.133,4223282.344,oui,non,oui,oui,non
region3,2004,2013,2016,65,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1912376.45,4222452.904,non,non,non,non,non
region5,2004,2015,2018,45,cordata,passages fréquents ou arrêts,Alnus,Arbre à abattre dans les 10 ans, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1914768.829,4222403.545,non,non,non,non,non
region4,2004,2014,2014,55,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille de prolongement,non,vigoureux,1913542.558,4223041.336,non,non,non,non,non
region2,2004,2014,2014,25,negundo,passages fréquents et arrêts fréquents,Acer,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigueur intermédiaire,1914461.789,4224319.209,oui,non,oui,oui,non
region1,2004,2015,2015,35,pseudoacacia,passages fréquents et arrêts fréquents,Robinia,Arbre à abattre dans les 10 ans, 6-10,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille mise en sécurité,oui,vieillissement dépérissement,1913444.709,4224888.75,oui,non,oui,non,non
region3,2004,2015,2018,15,verrucosa,passages fréquents et arrêts fréquents,Betula,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre jeune,Taille formation et mise au gabarit,non,vigoureux,1913181.491,4223589.256,non,non,non,non,non
region2,2004,2014,2016,15,excelsior,quelques passages,Fraxinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,inconnu,non,vigueur intermédiaire,1914293.775,4224106.393,non,non,non,non,non
region5,2004,2013,2016,55,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1915735.118,4222672.424,non,non,non,non,non
region6,2004,2015,2017,15,utilis,passages fréquents et arrêts fréquents,Betula,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre jeune,Arbre jeune,Taille formation et mise au gabarit,oui,vigoureux,1914216.78,4222135.705,non,non,non,non,non
region4,2004,2013,2016,55,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1914020.79,4222719.009,non,non,non,non,non
region5,2004,2013,2015,45,platanoides,passages fréquents et arrêts fréquents,Acer,Arbre davenir incertain, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille cohabitation,non,vigoureux,1914846.974,4222442.964,non,non,non,non,non
region1,2004,2015,2017,15,paniculata,passages fréquents et arrêts fréquents,Koelreuteria,Arbre davenir normal, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigueur intermédiaire,1912935.998,4225225.801,non,non,non,non,non
region2,2004,2013,2014,35,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1914410.978,4224187.006,non,non,non,non,non
region6,2004,2013,2014,35,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille cohabitation,non,vigoureux,1914483.55,4221986.068,non,non,non,non,non
region4,2004,2015,2016,25,nigra,passages fréquents et arrêts fréquents,Pinus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille cohabitation,non,vigoureux,1913982.958,4222419.958,non,non,non,non,non
region5,2004,2013,2016,65,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1915736.994,4222681.229,non,non,non,non,non
region4,2004,2014,2014,25,hippocastanum,passages fréquents et arrêts fréquents,Aesculus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Aménagement pieds darbres,non,vigoureux,1915132.365,4223162.39,oui,non,non,non,oui
region1,2011,2014,2016,5,inconnu,passages fréquents et arrêts fréquents,Acer,Arbre davenir normal, 20-50,Arbre de voirie,Arbre jeune,Arbre jeune,inconnu,oui,vigoureux,1913221.092,4225079.626,non,non,non,non,non
region2,2004,2015,2017,15,tulipifera,passages fréquents et arrêts fréquents,Liriodendron,Arbre davenir incertain, 11-20,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1914191.783,4223766.31,oui,non,non,non,oui
region2,2004,2014,2017,15,excelsior,passages fréquents et arrêts fréquents,Fraxinus,Arbre davenir normal, 11-20,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1914265.649,4224082.171,oui,non,non,non,oui
region4,2004,2014,2014,35,tulipifera,passages fréquents et arrêts fréquents,Liriodendron,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1913765.082,4221510.199,non,non,non,non,non
region3,2004,2014,2014,35,danielli,passages fréquents et arrêts fréquents,Tetradium,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,Taille de bois mort,oui,vigoureux,1912932.818,4222988.648,non,non,non,non,non
region6,2004,2015,2016,35,tomentosa,passages fréquents et arrêts fréquents,Tilia,Arbre davenir incertain, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,oui,vigoureux,1914913.252,4221359.463,oui,non,oui,non,non
region4,2004,2013,2016,55,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1914124.511,4222641.864,non,non,non,non,non
region5,2004,2014,2019,105,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre despaces ouverts,Arbre adulte,Arbre adulte,Taille de bois mort,non,vigoureux,1915588.908,4223529.833,non,non,non,non,non
region2,2004,2015,2016,35,lawsoniana,passages fréquents et arrêts fréquents,Chamaecyparis,Arbre davenir normal, 11-20,Arbre denceintes fermées,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1915352.435,4225321.787,oui,non,oui,non,non
region2,2004,2015,2025,25,styraciflua,passages fréquents et arrêts fréquents,Liquidambar,Arbre davenir incertain, 20-50,Arbre denceintes fermées,Arbre adulte,Arbre adulte,Taille formation et mise au gabarit,non,vigoureux,1915564.637,4225184.734,oui,non,oui,non,non
region1,2004,2015,2015,45,cordata,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 20-50,Arbre denceintes fermées,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1912577.445,4223683.023,non,non,non,non,non
region1,2004,2015,2015,85,tomentosa,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 20-50,Arbre denceintes fermées,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1912813.646,4224213.635,oui,non,oui,non,non
region4,2004,2013,2016,25,acerifolia,passages fréquents et arrêts fréquents,Platanus,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,oui,vigoureux,1913558.291,4222412.848,non,non,non,non,non
region2,2004,2015,2016,25,cordata,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 20-50,Arbre denceintes fermées,Arbre adulte,Arbre adulte,Controle,non,vigoureux,1914302.091,4224147.255,non,non,non,non,non
region5,2004,2013,2016,35,cordata,passages fréquents et arrêts fréquents,Tilia,Arbre davenir normal, 20-50,Arbre de voirie,Arbre adulte,Arbre adulte,inconnu,non,vigoureux,1915402.094,4222605.104,non,non,non,non,non
